Domain,Action Name,Pair Type,Comparison Mode,Query Content,Answer Content,Cosine Sim Score
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?b - cocktail
2. ?d1 - ingredient
3. ?d2 - ingredient
4. ?s - shaker
5. ?h1 - hand
6. ?h2 - hand

Preconditions:
```
(and
    (holding ?h1 ?s)
    (handempty ?h2)
    (contains ?s ?d1)
    (contains ?s ?d2)
    (cocktail-part1 ?b ?d1)
    (cocktail-part2 ?b ?d2)
    (unshaked ?s)
)
```

Effects:
```
(and
    (not (unshaked ?s))
    (not (contains ?s ?d1))
    (not (contains ?s ?d2))
    (shaked ?s)
    (contains ?s ?b)
)
```
",0.8389449119567871
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?b - beverage
2. ?d - shot
3. ?h - hand
4. ?s - shaker
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (holding ?h ?s)
    (shaked ?s)
    (empty ?d)
    (clean ?d)
    (contains ?s ?b)
    (shaker-level ?s ?l)
    (next ?l1 ?l)
)
```

Effects:
```
(and
    (not (clean ?d))
    (not (empty ?d))
    (contains ?d ?b)
    (shaker-level ?s ?l1)
    (not (shaker-level ?s ?l))
)
```
",0.7262825965881348
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?h1 - hand
4. ?h2 - hand
5. ?d - dispenser

Preconditions:
```
(and
    (holding ?h1 ?s)
    (handempty ?h2)
    (dispenses ?d ?i)
    (empty ?s)
    (used ?s ?i)
)
```

Effects:
```
(and
    (not (empty ?s))
    (contains ?s ?i)
)
```
",0.504047155380249
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?b - beverage
3. ?h1 - hand
4. ?h2 - hand

Preconditions:
```
(and
    (holding ?h1 ?s)
    (handempty ?h2)
    (empty ?s)
    (used ?s ?b)
)
```

Effects:
```
(and
    (not (used ?s ?b))
    (clean ?s)
)
```
",0.2799050211906433
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?h - hand
2. ?c - container

Preconditions:
```
(and
    (ontable ?c)
    (handempty ?h)
)
```

Effects:
```
(and
    (not (ontable ?c))
    (not (handempty ?h))
    (holding ?h ?c)
)
```
",0.4004741907119751
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?h1 - hand
4. ?h2 - hand
5. ?d - dispenser

Preconditions:
```
(and
    (holding ?h1 ?s)
    (handempty ?h2)
    (dispenses ?d ?i)
    (empty ?s)
    (clean ?s)
)
```

Effects:
```
(and
    (not (empty ?s))
    (contains ?s ?i)
    (not (clean ?s))
    (used ?s ?i)
)
```
",0.6922243237495422
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (holding ?h1 ?s)
    (contains ?s ?i)
    (unshaked ?d)
    (shaker-level ?d ?l)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (not (contains ?s ?i))
    (contains ?d ?i)
    (empty ?s)
    (not (shaker-level ?d ?l))
    (shaker-level ?d ?l1)
)
```
",0.5302118062973022
barman,pour-shot-to-clean-shaker,Semi-Hard Negative (Intra-Domain Mismatch),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?h - hand
2. ?c - container

Preconditions:
```
(holding ?h ?c)
```

Effects:
```
(and
    (not (holding ?h ?c))
    (handempty ?h)
    (ontable ?c)
)
```
",0.11263155937194824
barman,pour-shot-to-clean-shaker,Hard Negative (Manipulated Action),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (holding ?h1 ?s)
    (empty ?d)
    (clean ?d)
    (shaker-level ?d ?l)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (contains ?s ?i)
    (empty ?s)
    (contains ?d ?i)
    (not (empty ?d))
    (not (clean ?d))
    (unshaked ?d)
    (not (shaker-level ?d ?l))
    (shaker-level ?d ?l1)
)
```
",0.4549939036369324
barman,pour-shot-to-clean-shaker,Hard Negative (Manipulated Action),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (not (empty ?d))
    (contains ?s ?i)
    (clean ?d)
    (shaker-level ?d ?l)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (empty ?d)
    (not (contains ?s ?i))
    (empty ?s)
    (contains ?d ?i)
    (not (clean ?d))
    (unshaked ?d)
    (not (shaker-level ?d ?l))
    (shaker-level ?d ?l1)
)
```
",0.3145679235458374
barman,pour-shot-to-clean-shaker,Hard Negative (Manipulated Action),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (shaker-level ?d ?l1)
    (contains ?s ?i)
    (empty ?d)
    (clean ?d)
    (shaker-level ?d ?l)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (contains ?s ?i)
    (holding ?h1 ?s)
    (empty ?s)
    (contains ?d ?i)
    (not (empty ?d))
    (not (clean ?d))
    (unshaked ?d)
    (not (shaker-level ?d ?l))
)
```
",0.34698542952537537
barman,pour-shot-to-clean-shaker,Hard Negative (Manipulated Action),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (not (clean ?d))
    (holding ?h1 ?s)
    (contains ?s ?i)
    (empty ?d)
    (clean ?d)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (shaker-level ?d ?l)
    (not (contains ?s ?i))
    (empty ?s)
    (contains ?d ?i)
    (not (empty ?d))
    (unshaked ?d)
    (not (shaker-level ?d ?l))
    (shaker-level ?d ?l1)
)
```
",0.2675289809703827
barman,pour-shot-to-clean-shaker,Hard Negative (Manipulated Action),NL Desc vs. Action Schema,"Context: Translate the given natural language description into an action schema that includes the parameters, preconditions, and effects. Ensure that only the provided predicates are used to construct the preconditions and effects.
Question: Here is the task.
A natural language description of the domain
Domain information: In this domain there is a robot barman that manipulates drink dispensers, glasses and a shaker. The goal is to find a plan of the robots actions that serves a desired set of drinks. In this domain deletes of actions encode relevant knowledge given that robot hands can only grasp one object at a time and given that glasses need to be empty and clean to be filled.

A list of available predicates
1. (ontable ?c - container) ;; the container is on the table
2. (holding ?h - hand ?c - container) ;; the hand is holding the container
3. (handempty ?h - hand) ;; the hand is empty
4. (empty ?c - container) ;; the container is empty
5. (contains ?c - container ?b - beverage) ;; the container contains the beverage
6. (clean ?c - container) ;; the container is clean
7. (used ?c - container ?b - beverage) ;; the container is used for the beverage
8. (dispenses ?d - dispenser ?i - ingredient) ;; the dispenser dispenses the ingredient
9. (shaker-empty-level ?s - shaker ?l - level) ;; the empty level of the shaker
10. (shaker-level ?s - shaker ?l - level) ;; the shaker currently is at the level
11. (next ?l1 ?l2 - level) ;; l2 is the next level after l1
12. (unshaked ?s - shaker) ;; the shaker is unshaked
13. (shaked ?s - shaker) ;; the shaker is shaked
14. (cocktail-part1 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail
15. (cocktail-part2 ?c - cocktail ?i - ingredient) ;; the ingredient is part of the cocktail

Action Description: The robot pours an ingredient from a shot glass into a clean shaker, changing its level.

Action name: pour-shot-to-clean-shaker


Your answer:
","Parameters:
1. ?s - shot
2. ?i - ingredient
3. ?d - shaker
4. ?h1 - hand
5. ?l - level
6. ?l1 - level

Preconditions:
```
(and
    (holding ?h1 ?s)
    (contains ?s ?i)
    (empty ?d)
    (clean ?d)
    (next ?l ?l1)
)
```

Effects:
```
(and
    (shaker-level ?d ?l)
    (not (contains ?s ?i))
    (empty ?s)
    (contains ?d ?i)
    (not (empty ?d))
    (not (clean ?d))
    (unshaked ?d)
    (shaker-level ?d ?l1)
)
```
",0.523818850517273
